date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,home_tries,away_tries
2004-11-20,England,South Africa,32,16,2004 Autumn International,London,England,False,,
2004-11-27,Scotland,South Africa,10,45,2004 Autumn Internationals,Edinburgh,Scotland,False,,
2004-11-27,France,New Zealand,6,45,2004 end of year rugby union tests,Saint-Denis,France,False,,
2004-11-27,England,Australia,19,21,2004 Autumn International,London,England,False,,
2004-11-27,Ireland,Argentina,21,19,2004 Autumn Internationals,Dublin,Ireland,False,,
2004-12-04,Argentina,South Africa,7,39,2004 end-of-year test,Buenos Aires,Argentina,False,,
2005-02-05,France,Scotland,16,9,Six Nations,Saint-Denis,Reunion,False,1,
2005-02-05,Wales,England,11,9,Six Nations,Cardiff,Wales,False,,
2005-02-06,Italy,Ireland,17,28,Six Nations,Rome,Italy,False,,
2005-02-12,Italy,Wales,8,38,Six Nations,Rome,Italy,False,,
2005-02-12,Scotland,Ireland,13,40,Six Nations,Edinburgh,Scotland,False,,
2005-02-13,England,France,17,18,Six Nations,London,England,False,,
2005-02-14,England,France,17,18,2005 Six Nations Championship,London,England,False,,
2005-02-26,Scotland,Italy,18,10,Six Nations,Edinburgh,Scotland,False,,
2005-02-26,France,Wales,18,24,Six Nations,Saint-Denis,Reunion,False,,
2005-02-27,Ireland,England,19,13,Six Nations,Dublin,Ireland,False,,
2005-03-05,France,Scotland,16,9,2005 Six Nations Championship,Saint-Denis,France,False,,
2005-03-12,England,Italy,39,7,Six Nations,London,England,False,,
2005-03-12,Ireland,France,19,26,Six Nations,Dublin,Ireland,False,,
2005-03-13,Scotland,Wales,22,46,Six Nations,Edinburgh,Scotland,False,,
2005-03-19,Italy,France,13,56,Six Nations,Rome,Italy,False,,
2005-03-19,Wales,Ireland,32,20,Six Nations,Cardiff,Wales,False,,
2005-03-19,England,Scotland,43,22,Six Nations,London,England,False,,
2005-06-11,Argentina,Italy,35,21,2005 Italy rugby union tour of Argentina,Salta,Argentina,False,,
2005-06-17,Argentina,Italy,29,30,2005 Italy rugby union tour of Argentina,Córdoba,Argentina,False,,
2005-06-18,South Africa,France,30,30,2005 France rugby union tour,Durban,South Africa,False,,
2005-06-25,Australia,Italy,69,21,2005 Italy tour of Argentina and Australia,Melbourne,Australia,False,,
2005-06-25,South Africa,France,27,13,2005 France rugby union tour,Port Elizabeth,South Africa,False,,
2005-07-02,Australia,France,37,31,2005 France tour of South Africa and Australia,Brisbane,Australia,False,,
2005-07-09,Australia,South Africa,30,12,2005 Summer International,Sydney,Australia,False,,
2005-07-23,South Africa,Australia,33,20,2005 Summer International,Johannesburg,South Africa,False,,
2005-07-30,South Africa,Australia,22,16,Rugby Championship,Pretoria,South Africa,False,,
2005-08-06,South Africa,New Zealand,22,16,Rugby Championship,Cape Town,South Africa,False,,
2005-08-13,Australia,New Zealand,13,30,Rugby Championship,Sydney,Australia,False,,
2005-08-20,Australia,South Africa,19,22,Rugby Championship,Perth (WA),Australia,False,,
2005-08-27,New Zealand,South Africa,31,27,Rugby Championship,Dunedin,New Zealand,False,,
2005-09-03,New Zealand,Australia,34,24,Rugby Championship,Auckland,New Zealand,False,,
2005-11-05,Wales,New Zealand,3,41,2005 Autumn International,Cardiff,Wales,False,,
2005-11-05,France,Australia,26,16,2005 Autumn International,Marseille,France,False,,
2005-11-05,Argentina,South Africa,23,34,2005 end-of-year test,Buenos Aires,Argentina,False,,
2005-11-12,England,Australia,26,16,2005 Autumn International,London,England,False,,
2005-11-12,Ireland,New Zealand,7,45,2005 New Zealand rugby union tour of Britain and Ireland,Dublin,Ireland,False,,
2005-11-12,Scotland,Argentina,19,23,2005 Autumn International,Edinburgh,Scotland,False,,
2005-11-19,Ireland,Australia,14,30,2005 Autumn International,Dublin,Ireland,False,,
2005-11-19,England,New Zealand,19,23,2005 Autumn International,London,England,False,,
2005-11-19,Italy,Argentina,22,39,2005 end of year tests,Genoa,Italy,False,,
2005-11-19,Wales,South Africa,16,33,2005 end-of-year test,Cardiff,Wales,False,,
2005-11-26,Wales,Australia,24,22,2005 Autumn International,Cardiff,Wales,False,,
2005-11-26,Scotland,New Zealand,10,29,2005 end of year rugby union tests,Edinburgh,Scotland,False,,
2005-11-26,France,South Africa,26,20,2005 Autumn International,Saint-Denis,France,False,,
2006-02-04,Ireland,Italy,26,16,Six Nations,Dublin,Ireland,False,2,1
2006-02-04,England,Wales,47,13,Six Nations,London,England,False,,
2006-02-05,Scotland,France,20,16,Six Nations,Edinburgh,Scotland,False,,
2006-02-11,Italy,England,16,31,Six Nations,Rome,Italy,False,,
2006-02-11,France,Ireland,43,31,Six Nations,Saint-Denis,Reunion,False,,
2006-02-12,Wales,Scotland,28,18,Six Nations,Cardiff,Wales,False,,
2006-02-25,France,Italy,37,12,Six Nations,Saint-Denis,Reunion,False,,
2006-02-25,Scotland,England,18,12,Six Nations,Edinburgh,Scotland,False,,
2006-02-26,Ireland,Wales,31,5,Six Nations,Dublin,Ireland,False,,
2006-03-11,Wales,Italy,18,18,Six Nations,Cardiff,Wales,False,,
2006-03-11,Ireland,Scotland,15,9,Six Nations,Dublin,Ireland,False,,
2006-03-12,France,England,31,6,Six Nations,Saint-Denis,Reunion,False,,
2006-03-18,Italy,Scotland,10,13,Six Nations,Rome,Italy,False,,
2006-03-18,Wales,France,16,21,Six Nations,Cardiff,Wales,False,,
2006-03-18,England,Ireland,24,28,Six Nations,London,England,False,,
2006-06-10,New Zealand,Ireland,34,23,2006 Ireland rugby union tour of New Zealand and Australia,Hamilton,New Zealand,False,,
2006-06-10,South Africa,Scotland,36,16,2006 mid-year rugby test series,Durban,South Africa,False,,
2006-06-11,Argentina,Wales,27,25,2006 Wales tour of Argentina,Puerto Madryn,Argentina,False,,
2006-06-11,Australia,England,34,3,2006 England tour of Australia,Sydney,Australia,False,,
2006-06-17,Argentina,Wales,45,27,2006 Wales tour of Argentina,Buenos Aires,Argentina,False,,
2006-06-17,South Africa,Scotland,29,15,2006 mid-year rugby test series,Port Elizabeth,South Africa,False,,
2006-06-17,Australia,England,43,18,2006 England tour of Australia,Melbourne,Australia,False,,
2006-06-17,New Zealand,Ireland,27,17,2006 Ireland rugby union tour of New Zealand and Australia,Auckland,New Zealand,False,,
2006-06-24,South Africa,France,26,36,2006 mid-year test,Cape Town,South Africa,False,,
2006-06-24,Australia,Ireland,37,15,2006 Summer International,Perth,Australia,False,,
2006-06-24,Argentina,New Zealand,19,25,2006 New Zealand tour of Argentina and Europe,Buenos Aires,Argentina,False,,
2006-07-08,New Zealand,Australia,32,12,Rugby Championship,Christchurch,New Zealand,False,4,2
2006-07-15,Australia,South Africa,49,0,Rugby Championship,Brisbane,Australia,False,6,
2006-07-22,New Zealand,South Africa,35,17,Rugby Championship,Wellington,New Zealand,False,2,2
2006-07-29,Australia,New Zealand,9,13,Rugby Championship,Brisbane,Australia,False,,1
2006-08-05,Australia,South Africa,20,18,Rugby Championship,Sydney,Australia,False,2,2
2006-08-19,New Zealand,Australia,34,27,Rugby Championship,Auckland,New Zealand,False,3,3
2006-08-26,South Africa,New Zealand,26,45,Rugby Championship,Pretoria,South Africa,False,3,5
2006-09-02,South Africa,New Zealand,21,20,Rugby Championship,Rustenburg,South Africa,False,2,2
2006-09-09,South Africa,Australia,24,16,Rugby Championship,Johannesburg,South Africa,False,2,1
2006-11-04,Wales,Australia,29,29,2006 Autumn International,Cardiff,Wales,False,,
2006-11-05,England,New Zealand,20,41,2006 Autumn International,London,England,False,,
2006-11-11,Ireland,South Africa,32,15,2006 end-of-year test,Dublin,Ireland,False,,
2006-11-11,Italy,Australia,18,25,"2006 Australia tour of Great Britain, Ireland and Italy",Rome,Italy,False,,
2006-11-11,France,New Zealand,3,47,2006 end of year rugby union tests,Lyon,France,False,,
2006-11-11,England,Argentina,18,25,2006 Autumn International,London,England,False,,
2006-11-18,England,South Africa,23,21,2006 South Africa rugby union tour of Ireland and England,London,England,False,,
2006-11-18,France,New Zealand,11,23,2006 end of year rugby union tests,Saint-Denis,France,False,,
2006-11-18,Italy,Argentina,16,23,2006 end of year tests,Rome,Italy,False,,
2006-11-19,Ireland,Australia,21,6,2006 Autumn International,Dublin,Ireland,False,,
2006-11-25,England,South Africa,14,25,2006 South Africa rugby union tour of Ireland and England,London,England,False,,
2006-11-25,France,Argentina,27,26,2006 Autumn International,Saint-Denis,France,False,,
2006-11-25,Wales,New Zealand,10,45,2006 Autumn International,Cardiff,Wales,False,,
2006-11-25,Scotland,Australia,15,44,2006 Autumn International,Edinburgh,Scotland,False,,
2007-02-03,Italy,France,3,39,Six Nations,Rome,Italy,False,,
2007-02-03,England,Scotland,42,20,Six Nations,London,England,False,,
2007-02-04,Wales,Ireland,9,19,Six Nations,Cardiff,Wales,False,,
2007-02-10,Scotland,Wales,21,9,Six Nations,Edinburgh,Scotland,False,,
2007-02-10,England,Italy,20,7,Six Nations,London,England,False,,
2007-02-11,Ireland,France,17,20,Six Nations,Dublin,Ireland,False,,
2007-02-24,Ireland,England,43,13,Six Nations,Dublin,Ireland,False,,
2007-02-24,France,Wales,32,21,Six Nations,Saint-Denis,Reunion,False,,
2007-02-24,Scotland,Italy,17,37,Six Nations,Edinburgh,Scotland,False,,
2007-03-10,Scotland,Ireland,18,19,Six Nations,Edinburgh,Scotland,False,,
2007-03-10,Italy,Wales,23,20,Six Nations,Rome,Italy,False,,
2007-03-11,England,France,26,18,Six Nations,London,England,False,,
2007-03-17,Italy,Ireland,24,51,Six Nations,Rome,Italy,False,,
2007-03-17,France,Scotland,46,19,Six Nations,Saint-Denis,Reunion,False,,
2007-03-17,Wales,England,27,18,Six Nations,Cardiff,Wales,False,,
2007-05-26,Argentina,Ireland,22,20,2007 June rugby union tests,Santa Fe,Argentina,False,,
2007-05-26,Australia,Wales,29,23,2007 Wales tour of Australia,Sydney,Australia,False,,
2007-05-26,South Africa,England,58,10,2007 England rugby union tour of South Africa,Bloemfontein,South Africa,False,,
2007-06-02,Argentina,Ireland,16,0,2007 June rugby union tests,Buenos Aires,Argentina,False,,
2007-06-02,Australia,Wales,31,0,2007 Wales tour of Australia,Brisbane,Australia,False,,
2007-06-02,South Africa,England,55,22,2007 England rugby union tour of South Africa,Pretoria,South Africa,False,,
2007-06-02,New Zealand,France,42,11,2007 mid-year rugby union tests,Auckland,New Zealand,False,,
2007-06-09,New Zealand,France,61,10,2007 mid-year rugby union tests,Wellington,New Zealand,False,,
2007-06-09,Argentina,Italy,24,6,2007 mid year test,Mendoza,Argentina,False,,
2007-06-16,South Africa,Australia,22,19,Rugby Championship,Cape Town,South Africa,False,1,1
2007-06-23,South Africa,New Zealand,21,26,Rugby Championship,Durban,South Africa,False,2,2
2007-06-30,Australia,New Zealand,20,15,Rugby Championship,Melbourne,Australia,False,2,2
2007-07-07,Australia,South Africa,25,17,Rugby Championship,Sydney,Australia,False,3,2
2007-07-14,New Zealand,South Africa,33,6,Rugby Championship,Christchurch,New Zealand,False,3,
2007-07-21,New Zealand,Australia,26,12,Rugby Championship,Auckland,New Zealand,False,1,
2007-08-04,England,Wales,62,5,2007 Rugby World Cup warm-up,London,England,False,,
2007-08-11,Scotland,Ireland,31,21,2007 Rugby World Cup warm-up tests,Edinburgh,Scotland,False,,
2007-08-11,England,France,15,21,2007 Rugby World Cup warm-up,London,England,False,,
2007-08-18,France,England,22,9,2007 Rugby World Cup warm-up,Marseille,France,False,,
2007-08-18,Wales,Argentina,27,20,2007 Rugby World Cup warm-up match,Cardiff,Wales,False,,
2007-08-24,Ireland,Italy,23,20,2007 Rugby World Cup warm-up tests,Belfast,Ireland,False,,
2007-08-25,Scotland,South Africa,3,27,2007 Rugby World Cup warm-up test,Edinburgh,Scotland,False,,
2007-08-26,Wales,France,7,34,2007 Rugby World Cup warm-up match,Cardiff,Wales,False,,
2007-09-07,France,Argentina,12,17,Rugby World Cup,Saint-Denis,Reunion,False,,
2007-09-08,New Zealand,Italy,76,14,Rugby World Cup,Marseille,France,True,,
2007-09-08,Australia,Japan,91,3,Rugby World Cup,Lyon,France,True,,
2007-09-08,England,United States,28,10,Rugby World Cup,Lens,France,True,,
2007-09-09,Wales,Canada,42,17,Rugby World Cup,Nantes,France,True,,
2007-09-09,South Africa,Samoa,59,7,Rugby World Cup,Paris,France,True,8,1
2007-09-09,Scotland,Portugal,56,10,Rugby World Cup,Saint-Etienne,France,True,,
2007-09-09,Ireland,Namibia,32,17,Rugby World Cup,Bordeaux,France,True,,
2007-09-11,Argentina,Georgia,33,3,Rugby World Cup,Lyon,France,True,,
2007-09-12,United States,Tonga,15,25,Rugby World Cup,Montpellier,France,True,,
2007-09-12,Fiji,Japan,35,31,Rugby World Cup,Toulouse,France,True,,
2007-09-12,Romania,Italy,18,24,Rugby World Cup,Marseille,France,True,,
2007-09-14,England,South Africa,0,36,Rugby World Cup,Saint-Denis,Reunion,True,,
2007-09-15,Ireland,Georgia,14,10,Rugby World Cup,Bordeaux,France,True,,
2007-09-15,New Zealand,Portugal,108,13,Rugby World Cup,Lyon,France,True,,
2007-09-15,Wales,Australia,20,32,Rugby World Cup,Cardiff,Wales,False,,
2007-09-16,Samoa,Tonga,15,19,Rugby World Cup,Montpellier,France,True,,
2007-09-16,France,Namibia,87,10,Rugby World Cup,Toulouse,France,False,,
2007-09-16,Fiji,Canada,29,16,Rugby World Cup,Cardiff,Wales,True,,
2007-09-18,Scotland,Romania,42,0,Rugby World Cup,Edinburgh,Scotland,False,,
2007-09-19,Italy,Portugal,31,5,Rugby World Cup,Paris,France,True,,
2007-09-20,Wales,Japan,72,18,Rugby World Cup,Cardiff,Wales,False,,
2007-09-21,France,Ireland,25,3,Rugby World Cup,Saint-Denis,Reunion,False,,
2007-09-22,South Africa,Tonga,30,25,Rugby World Cup,Lens,France,True,,
2007-09-22,England,Samoa,44,22,Rugby World Cup,Nantes,France,True,,
2007-09-22,Argentina,Namibia,63,3,Rugby World Cup,Marseille,France,True,,
2007-09-23,Australia,Fiji,55,12,Rugby World Cup,Montpellier,France,True,,
2007-09-23,Scotland,New Zealand,0,40,Rugby World Cup,Edinburgh,Scotland,False,,
2007-09-25,Japan,Canada,12,12,Rugby World Cup,Bordeaux,France,True,,
2007-09-25,Romania,Portugal,14,10,Rugby World Cup,Toulouse,France,True,,
2007-09-26,Georgia,Namibia,30,0,Rugby World Cup,Lens,France,True,,
2007-09-26,United States,Samoa,21,25,Rugby World Cup,Saint-Etienne,France,True,,
2007-09-28,England,Tonga,36,20,Rugby World Cup,Paris,France,True,,
2007-09-29,Australia,Canada,37,6,Rugby World Cup,Bordeaux,France,True,,
2007-09-29,Wales,Fiji,34,38,Rugby World Cup,Nantes,France,True,,
2007-09-29,New Zealand,Romania,85,8,Rugby World Cup,Toulouse,France,True,,
2007-09-29,Scotland,Italy,18,16,Rugby World Cup,Saint-Etienne,France,True,,
2007-09-30,Ireland,Argentina,15,30,Rugby World Cup,Paris,France,True,,
2007-09-30,South Africa,United States,64,15,Rugby World Cup,Montpellier,France,True,,
2007-09-30,France,Georgia,64,7,Rugby World Cup,Marseille,France,False,,
2007-10-06,England,Australia,12,10,Rugby World Cup,Marseille,France,True,,
2007-10-06,New Zealand,France,18,20,Rugby World Cup,Cardiff,Wales,True,,
2007-10-07,South Africa,Fiji,37,20,Rugby World Cup,Marseille,France,True,,
2007-10-07,Scotland,Argentina,13,19,Rugby World Cup,Saint-Denis,Reunion,True,,
2007-10-13,France,England,9,14,Rugby World Cup,Saint-Denis,Reunion,False,,
2007-10-14,South Africa,Argentina,37,13,Rugby World Cup,Saint-Denis,Reunion,True,,
2007-10-19,France,Argentina,10,34,Rugby World Cup,Paris,France,False,,
2007-10-20,England,South Africa,6,15,Rugby World Cup,Saint-Denis,Reunion,True,,
2007-11-24,Wales,South Africa,12,34,2007 end-of-year test,Cardiff,Wales,False,,
2008-02-02,England,Wales,19,26,Six Nations,London,England,False,,
2008-02-02,Ireland,Italy,16,11,Six Nations,Dublin,Ireland,False,,
2008-02-03,Scotland,France,6,27,Six Nations,Edinburgh,Scotland,False,,
2008-02-09,Wales,Scotland,30,15,Six Nations,Cardiff,Wales,False,,
2008-02-09,France,Ireland,26,21,Six Nations,Saint-Denis,Reunion,False,,
2008-02-10,Italy,England,19,23,Six Nations,Rome,Italy,False,,
2008-02-23,Wales,Italy,47,8,Six Nations,Cardiff,Wales,False,,
2008-02-23,Ireland,Scotland,34,13,Six Nations,Dublin,Ireland,False,,
2008-02-23,France,England,13,24,Six Nations,Saint-Denis,Reunion,False,,
2008-03-08,Ireland,Wales,12,16,Six Nations,Dublin,Ireland,False,,
2008-03-08,Scotland,England,15,9,Six Nations,Edinburgh,Scotland,False,,
2008-03-09,France,Italy,25,13,Six Nations,Saint-Denis,Reunion,False,,
2008-03-15,Wales,France,29,12,Six Nations,Cardiff,Wales,False,,
2008-03-15,Italy,Scotland,23,20,Six Nations,Rome,Italy,False,,
2008-03-15,England,Ireland,33,10,Six Nations,London,England,False,,
2008-06-07,Argentina,Scotland,21,15,2008 Scotland tour of Argentina,Rosario,Argentina,False,,
2008-06-07,New Zealand,Ireland,21,11,2008 Ireland rugby union tour of New Zealand and Australia,Wellington,New Zealand,False,,
2008-06-07,South Africa,Wales,43,17,2008 Wales tour of South Africa,Bloemfontein,South Africa,False,,
2008-06-14,Argentina,Scotland,14,26,2008 Scotland tour of Argentina,Buenos Aires,Argentina,False,,
2008-06-14,South Africa,Wales,37,21,2008 Wales tour of South Africa,Pretoria,South Africa,False,,
2008-06-14,Australia,Ireland,18,12,2008 Summer International,Melbourne,Australia,False,,
2008-06-14,New Zealand,England,37,20,2008 England rugby union tour of New Zealand,Auckland,New Zealand,False,,
2008-06-21,South Africa,Italy,26,0,2008 mid-year test,Cape Town,South Africa,False,,
2008-06-21,New Zealand,England,44,12,2008 England rugby union tour of New Zealand,Christchurch,New Zealand,False,,
2008-06-28,Argentina,Italy,12,13,2008 mid year test,Córdoba,Argentina,False,,
2008-06-28,Australia,France,34,13,2008 France tour of Australia,Sydney,Australia,False,,
2008-07-05,Australia,France,40,10,2008 France tour of Australia,Brisbane,Australia,False,,
2008-07-05,New Zealand,South Africa,19,8,Rugby Championship,Wellington,New Zealand,False,1,1
2008-07-12,New Zealand,South Africa,28,30,Rugby Championship,Dunedin,New Zealand,False,1,2
2008-07-19,Australia,South Africa,16,9,Rugby Championship,Perth (WA),Australia,False,2,
2008-07-26,Australia,New Zealand,34,19,Rugby Championship,Sydney,Australia,False,4,3
2008-08-02,New Zealand,Australia,39,10,Rugby Championship,Auckland,New Zealand,False,4,1
2008-08-09,South Africa,Argentina,63,9,2008 mid-year test,Johannesburg,South Africa,False,,
2008-08-16,South Africa,New Zealand,0,19,Rugby Championship,Cape Town,South Africa,False,,3
2008-08-23,South Africa,Australia,15,27,Rugby Championship,Durban,South Africa,False,2,3
2008-08-30,South Africa,Australia,53,8,Rugby Championship,Johannesburg,South Africa,False,8,1
2008-09-13,Australia,New Zealand,24,28,Rugby Championship,Brisbane,Australia,False,3,4
2008-11-01,New Zealand,Australia,19,14,2008 Autumn International,Hong Kong,Hong Kong,True,,
2008-11-08,Scotland,New Zealand,6,32,2008 end of year rugby tests,Edinburgh,Scotland,False,,
2008-11-08,France,Argentina,12,6,2008 Autumn International,Marseille,France,False,,
